Gene_stable_ID	Gene name	Descriptions	GO_terms
AGAP008906		Brefeldin A-inhibited guanine nucleotide-exchange protein [Source:UniProtKB/TrEMBL	GO:0032012;GO:0005086
AGAP008907		carnitine O-palmitoyltransferase 2	GO:0016746;GO:0004095;GO:0005739;GO:0006635
AGAP008908		actin-related protein 2/3 complex subunit 1A	GO:0030833;GO:0015629;GO:0005885;GO:0034314;GO:0005737;GO:0051015;GO:0005515
AGAP008909			
AGAP008910		DNA polymerase delta small subunit	GO:0006260;GO:0003677;GO:0003887
AGAP008911			GO:0004252;GO:0006508
AGAP008912		Rac GTPase-activating protein 1	GO:0007165;GO:0046872;GO:0035556
AGAP008913			GO:0005515
AGAP008914			GO:0006355;GO:0003700
AGAP008915		gamma-glutamyltranspeptidase	GO:0036374;GO:0006751
AGAP008916	RpL7	60S ribosomal protein L7	
AGAP008917		DNA topoisomerase II	GO:0003677;GO:0003918;GO:0006265;GO:0005524
AGAP008918		STIP1 homology and U-box containing protein 1	GO:0005515;GO:0016567;GO:0004842
AGAP008919			GO:0016021
AGAP008921			
AGAP008922			
AGAP008923			
AGAP008924			
AGAP008925		pre-mRNA-processing factor 17	GO:0071013;GO:0000398;GO:0005515
AGAP008926		shingomyelin synthase	GO:0016021
AGAP008927		Protein TILB homolog [Source:UniProtKB/TrEMBL	GO:0005515
AGAP008928		Patsas	GO:0019706;GO:0016021;GO:0005515
AGAP008929		threonyl-tRNA synthetase	GO:0006435;GO:0004812;GO:0043039;GO:0000166;GO:0005737;GO:0006418;GO:0004829;GO:0005524
AGAP008930		phosphatidylinositol glycan, class X	GO:0005789;GO:0016021;GO:0006506
AGAP008931		inorganic phosphate cotransporter	GO:0055085;GO:0016021
AGAP008932		WD repeat and FYVE domain-containing protein 2	GO:0046872;GO:0005515
AGAP008933			GO:0005576;GO:0006030;GO:0008061
AGAP008935		Recombining binding protein suppressor of hairless [Source:UniProtKB/TrEMBL	GO:0003677;GO:0006357;GO:0001228;GO:0005634;GO:0003700;GO:0006355;GO:0000978
AGAP008936			
AGAP008937			
AGAP008938			GO:0016021;GO:0005515
AGAP008939		DNA excision repair protein ERCC-5	GO:0003697;GO:0003677;GO:0006289;GO:0005634;GO:0016788;GO:0004519;GO:0004518;GO:0003824;GO:0006281
AGAP008940		solute carrier family 6 (neurotransmitter transporter, GABA) member 6/8/11/12/	GO:0005034;GO:0042065;GO:0005328;GO:0019226;GO:0006836;GO:0016021
AGAP008941		ubiquitin-conjugating enzyme E2 D/E	GO:0031625;GO:0061631;GO:0000151;GO:0006511;GO:0005515
AGAP008942		solute carrier family 17 member 9	GO:0055085;GO:0016021
AGAP008943		protein turtle	GO:0016021;GO:0005515
AGAP008944			
AGAP008945	ABCG6	ATP-binding cassette transporter (ABC transporter) family G member 6	GO:0016021;GO:0016020;GO:0016887;GO:0005524
AGAP008946		Alpha-1,3-glucosyltransferase [Source:UniProtKB/TrEMBL	GO:0006490;GO:0042281;GO:0005783;GO:0006487;GO:0016758;GO:0016021;GO:0005789;GO:0006488
AGAP008947		Mevalonate kinase [Source:UniProtKB/TrEMBL	GO:0008299;GO:0019287;GO:0016126;GO:0005737;GO:0004496;GO:0005524
AGAP008948		Serine/threonine-protein kinase 40 [Source:UniProtKB/TrEMBL	GO:0004672;GO:0006468;GO:0005524
AGAP008950			GO:0016021
AGAP008951		Pin2-interacting protein X1 [Source:UniProtKB/TrEMBL	GO:0003676
AGAP008952		lupus La protein	GO:0005634;GO:0003676;GO:0003723;GO:0006396;GO:1990904
AGAP008953		TIMELESS-interacting protein	GO:0003677;GO:0043111;GO:0005634;GO:0006974;GO:0000076;GO:0048478;GO:0031298
AGAP008954		SET and MYND domain-containing protein [Source:UniProtKB/TrEMBL	GO:0005515
AGAP008955		ubiquinol-cytochrome c reductase iron-sulfur subunit	GO:0055114;GO:0051537;GO:0005750;GO:0006122;GO:0016679;GO:0008121;GO:0016491;GO:0016020;GO:0005739
AGAP008956			
AGAP008958			
AGAP008959			GO:0003676;GO:0005515
AGAP008960	CPR110	cuticular protein RR-2 family 110	GO:0042302
AGAP008961		maltase	GO:0005975;GO:0003824
AGAP008962		alpha-glucosidase	GO:0005975;GO:0003824
AGAP008963			GO:0005975;GO:0003824
AGAP008964		maltase	GO:0005975;GO:0003824
AGAP008965		maltase	GO:0005975;GO:0003824
AGAP008967		calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase	GO:0007165;GO:0046872;GO:0008081;GO:0004114
AGAP008968			GO:0005515
AGAP008969		cyclin Y	GO:0019901;GO:0000079
AGAP008970		Nuclear pore complex protein Nup214 [Source:UniProtKB/TrEMBL	GO:0005515
AGAP008971			GO:0005634;GO:0003676
AGAP008972			GO:0005634;GO:0006338;GO:0031011
AGAP008973			GO:0005515
AGAP008974		protein cornichon homolog	GO:0016021;GO:0016192
AGAP008975			GO:0003676;GO:0003723;GO:0006417;GO:0003727
AGAP008976		hyperpolarization activated cyclic nucleotide-gated potassium channel	GO:0016021
AGAP008977		G-protein-signaling modulator 2	GO:0030695;GO:0005515
AGAP008978		S-adenosylmethionine sensor upstream of mTORC1 [Source:UniProtKB/TrEMBL	GO:0008168
AGAP008979		LIM homeobox protein 2/9	GO:0003677;GO:0043565;GO:0005634;GO:0006355;GO:0046872
AGAP008980		LIM homeobox protein 2/9 [Source:UniProtKB/TrEMBL	GO:0003677;GO:0043565;GO:0005634;GO:0006355;GO:0046872
AGAP008982		CzcD (Cation-efflux system membrane protein)	GO:0008324;GO:0016021;GO:0006812;GO:0055085
AGAP008983			GO:0023052
AGAP008984			GO:0003676
AGAP008985		DnaJ homolog subfamily C member 7	GO:0005515
AGAP008986			
AGAP008987			
AGAP008988		Glutamine synthetase [Source:UniProtKB/TrEMBL	GO:0006807;GO:0004356;GO:0006542;GO:0003824;GO:0005524
AGAP008989		RAS-like family 11 member A	GO:0007165;GO:0005525;GO:0003924;GO:0016020
AGAP008990		lysophospholipase III	GO:0008374;GO:0006629
AGAP008991		CDK-activating kinase assembly factor MAT1	GO:0006289;GO:0006357;GO:0000079;GO:0045737;GO:0005675;GO:0061575;GO:0007049
AGAP008992			
AGAP008993		ITG-containing peptide	
AGAP008995			GO:0004252;GO:0006508
AGAP008996			GO:0004252;GO:0006508
AGAP008997			GO:0004252;GO:0006508
AGAP008998	CLIPD7	CLIP-domain serine protease [Source:UniProtKB/TrEMBL	GO:0004252;GO:0006508
AGAP009000		chymotrypsin like protease	GO:0004252;GO:0006508
AGAP009001		Histidine decarboxylase [Source:UniProtKB/TrEMBL	GO:0016831;GO:0030170;GO:0019752;GO:0003824;GO:0006520
AGAP009002	HR3	hormone receptor 3	GO:0003677;GO:0043565;GO:0005634;GO:0008270;GO:0003700;GO:0006355;GO:0004879;GO:0003707
AGAP009003			
AGAP009004		U3 small nucleolar RNA-associated protein 10	GO:0000462;GO:0034455;GO:0032040;GO:0045943;GO:0030686
AGAP009005		solute carrier family 30 (zinc transporter), member 2	GO:0006812;GO:0008324;GO:0016021;GO:0055085
AGAP009006			GO:0004252;GO:0006508
AGAP009007	GPRNNB1	putative GPCR class b orphan receptor 1	GO:0005515
AGAP009008			GO:0016021
AGAP009009			GO:0016021
AGAP009010			GO:0005634;GO:0003676;GO:0008270
AGAP009011			GO:0016021
AGAP009012		ubiquitin-like modifier-activating enzyme 5	GO:0071569;GO:0005829;GO:0032446;GO:0005737;GO:0008641;GO:0071566
AGAP009013		methionyl aminopeptidase	GO:0004177;GO:0046872;GO:0070084;GO:0008235;GO:0006508;GO:0070006
AGAP009014	IR31a	ionotropic receptor IR31a	GO:0016021
AGAP009016		LIX1-like protein	
AGAP009017		Cytochrome b-561 domain containing protein 2 [Source:UniProtKB/TrEMBL	GO:0055114;GO:0016021
AGAP009018			
AGAP009019		ATP-dependent Clp protease, protease subunit	GO:0004252;GO:0051117;GO:0042802;GO:0006508;GO:0009368;GO:0004176;GO:0006515
AGAP009020			GO:0016021
AGAP009021			GO:0016021
AGAP009022	Cht9	chitinase	GO:0005975;GO:0004553;GO:0005576;GO:0008061;GO:0006030;GO:0016021
AGAP009023		cytosolic Fe-S cluster assembly factor AGAP009023	GO:0051539;GO:0016226;GO:0046872;GO:0097361
AGAP009024		RNA polymerase I-specific transcription initiation factor RRN3	
AGAP009025			GO:0003676;GO:0008270
AGAP009026		centrosomal protein CEP78	GO:0005515
AGAP009027		testis development protein nyd-sp29	GO:0005515
AGAP009028		Teashirt-like protein [Source:UniProtKB/TrEMBL	GO:0048749;GO:0000122;GO:0003676;GO:0010468;GO:0048730
AGAP009029		Protein real-time [Source:UniProtKB/TrEMBL	
AGAP009030		CCR4-NOT transcription complex subunit 3 [Source:UniProtKB/TrEMBL	GO:0005634;GO:0030015;GO:0006355
AGAP009031	RpL5	60S ribosomal protein L5	GO:0006412;GO:0005622;GO:0005840;GO:0008097;GO:0003735
AGAP009032		Ezrin-binding protein pace-1	
AGAP009033	HPX2	heme peroxidase 2	GO:0055114;GO:0006979;GO:0020037;GO:0004601
AGAP009034		Doublecortin and CaM kinase-like 1 [Source:UniProtKB/TrEMBL	GO:0004672;GO:0006468;GO:0035556;GO:0005524
AGAP009035		transcription elongation factor S-II	GO:0006351;GO:0005634;GO:0003676;GO:0006355;GO:0008270
AGAP009036		solute carrier family 9 (sodium/hydrogen exchanger), member 3	GO:0015385;GO:0071805;GO:0098719;GO:0015299;GO:0006814;GO:0051453;GO:0016021;GO:0006812;GO:0055085;GO:0005886;GO:0015386;GO:0006885
AGAP009037			GO:0005509;GO:0005515
AGAP009039		glucose-6-phosphate 1-epimerase	GO:0005975;GO:0016853;GO:0003824;GO:0030246
AGAP009040			
AGAP009041			GO:0005813;GO:0008017;GO:0034453
AGAP009042			
AGAP009043			GO:0016021
AGAP009044		fidipidine	
AGAP009045		UPF0640 protein	GO:0016021
AGAP009046		U3 small nucleolar RNA-associated protein 18	GO:0005515
AGAP009047		replication factor C subunit 3/5	GO:0003677;GO:0006261;GO:0005634;GO:0006260;GO:0005663
AGAP009048		protein arginine N-methyltransferase 5	GO:0008469;GO:0005829;GO:0005634;GO:0006479;GO:0034969;GO:0008168;GO:0035246
AGAP009049	Cht16	Chitinase [Source:UniProtKB/TrEMBL	GO:0008061;GO:0005975;GO:0004553
AGAP009050		cyclic nucleotide gated channel, invertebrate	GO:0006811;GO:0016021;GO:0055085;GO:0016020;GO:0005216
AGAP009051	LL1	lipopolysaccharide-induced TNF-alpha transcription factor (LITAF-like 1)	GO:0016021
AGAP009052	LL2	lipopolysaccharide-induced TNF-alpha transcription factor (LITAF-like 2)	
AGAP009053	LL3	lipopolysaccharide-induced TNF-alpha transcription factor (LITAF-like 3)	
AGAP009054	LL4	lipopolysaccharide-induced TNF-alpha transcription factor (LITAF-like 4)	GO:0016021
AGAP009056			
AGAP009057		CCR4-NOT transcription complex, subunit 1	GO:0006417;GO:0030015
AGAP009058	Exo3	exocyst complex component 3	GO:0051601;GO:0000149;GO:0000145;GO:0006887
AGAP009059		Glia maturation factor beta	GO:0005622;GO:0034316;GO:0003779;GO:0030479;GO:0071933;GO:0071846
AGAP009060		ATP-dependent DNA helicase HFM1/MER3	GO:0003676;GO:0005524
AGAP009061		netrin receptor unc-5	GO:0007165;GO:0016021;GO:0038007;GO:0005042;GO:0005515
AGAP009063			GO:0005042;GO:0016021;GO:0038007
AGAP009064			GO:0006355;GO:0003700;GO:0046982;GO:0016602
AGAP009065	OBP42	odorant-binding protein 42	GO:0005549;GO:0007608
AGAP009066			GO:0006357;GO:0003676;GO:0001085
AGAP009067			
AGAP009068		zinc finger protein HPF2	GO:0005634;GO:0003676;GO:0008270
AGAP009069			GO:0005634;GO:0003676;GO:0008270
AGAP009070		neuralized-like protein 2	GO:0061630;GO:0035556
AGAP009071			
AGAP009072		NADH dehydrogenase (ubiquinone) Fe-S protein 6	GO:0005747;GO:0006120
AGAP009073			GO:0043066
AGAP009074		Atrophin-1 interacting protein 5 (WW domain containing E3 ubiquitin protein li [Source:UniProtKB/TrEMBL	GO:0004842;GO:0061630;GO:0006511;GO:0005515
AGAP009075		ATP-dependent RNA helicase UAP56/SUB2	GO:0003676;GO:0005524
AGAP009076		carnitine O-acetyltransferase	GO:0016746
AGAP009077	mRpS14	28S ribosomal protein S14, mitochondrial	GO:0006412;GO:0005622;GO:0005840;GO:0005763;GO:0003735
AGAP009078			
AGAP009079		2',5'-phosphodiesterase 12 [Source:UniProtKB/TrEMBL	
AGAP009080		FAD-dependent oxidoreductase domain-containing protein 1 [Source:UniProtKB/TrEMBL	GO:0055114;GO:0016491
AGAP009081		TMCO1	GO:0032469;GO:0005262;GO:0030176;GO:0016020
AGAP009082	Rpn3	26S proteasome 26S non-ATPase subunit N3	GO:0042176;GO:0030234;GO:0008541;GO:0000502;GO:0006511
AGAP009083			GO:0003676;GO:0008270
AGAP009084			
AGAP009085		Cysteine-rich secretory protein 2 precursor	GO:0005576
AGAP009087		PH domain and leucine-rich repeat-containing protein phosphatase	GO:0003824;GO:0005515
AGAP009088		LIM/homeobox protein Lhx3 [Source:UniProtKB/TrEMBL	GO:0003677;GO:0043565;GO:0005634;GO:0006355;GO:0046872
AGAP009089			
AGAP009090		Dopa decarboxylase	GO:0016831;GO:0030170;GO:0019752;GO:0003824;GO:0006520
AGAP009091		aromatic-L-amino-acid decarboxylase	GO:0016831;GO:0030170;GO:0019752;GO:0003824;GO:0006520
AGAP009092			GO:0016021
AGAP009093		Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16 [Source:UniProtKB/TrEMBL	GO:0004386;GO:0003676;GO:0005524
AGAP009094		cysteine desulfurase	GO:0005829;GO:0044571;GO:0016226;GO:0030170;GO:0005634;GO:0031071;GO:0003824;GO:0005739
AGAP009095			GO:0035091;GO:0015031
AGAP009096			GO:0005634;GO:0003676;GO:0008270
AGAP009098		Protein-glutamine gamma-glutamyltransferase E	GO:0018149;GO:0003810
AGAP009099	TG3	Transglutaminase [Source:UniProtKB/TrEMBL	GO:0046872;GO:0018149;GO:0003810
AGAP009100		Protein-glutamine gamma-glutamyltransferase E	GO:0018149;GO:0003810
AGAP009101			GO:0005576;GO:0006629;GO:0052689
AGAP009102			GO:0005576;GO:0052689
AGAP009103			GO:0005576;GO:0052689
AGAP009104			GO:0052689;GO:0005615;GO:0016042;GO:0016298;GO:0005576;GO:0006629
AGAP009105		Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform isoform c	
AGAP009106			GO:0030246
AGAP009107			GO:0030246
AGAP009108			GO:0003676
AGAP009109			GO:0030246
AGAP009110			GO:0030246
AGAP009111	Or29	odorant receptor 29	GO:0005549;GO:0007608;GO:0016020;GO:0004984
AGAP009112			GO:0016021;GO:0005515
AGAP009114		solute carrier family 29 (equilibrative nucleoside transporter), member 1/2/3	GO:0005887;GO:0016021;GO:1901642;GO:0005886;GO:0005337
AGAP009115		phosphatidylinositol phospholipase C, beta	GO:0005509;GO:0007165;GO:0035556;GO:0016042;GO:0004435;GO:0008081;GO:0006629
AGAP009116		ER-derived vesicles protein ERV14	GO:0016021;GO:0016192
AGAP009117		calcium uptake protein 1, mitochondrial	GO:0006851;GO:0005509
AGAP009118		chondroitin 4-sulfotransferase	GO:0016051;GO:0008146;GO:0000139;GO:0016021
AGAP009119		suppressor of tumorigenicity protein 13	GO:0046983;GO:0005515
AGAP009120			GO:0005634;GO:0003676;GO:0008270
AGAP009121		chymotrypsin-like protein	GO:0004252;GO:0006508
AGAP009122			GO:0004252;GO:0006508
AGAP009123			GO:0055085;GO:0016021
AGAP009125	Bbs8	Bardet-Biedl syndrome 8 [Source:UniProtKB/TrEMBL	GO:1905515;GO:0034464;GO:0005515
AGAP009126		Protein expanded [Source:UniProtKB/TrEMBL	GO:0005856
AGAP009127			GO:0016021;GO:0005975;GO:0003824
AGAP009128		mitochondrial carnitine/acylcarnitine carrier protein	GO:0055085;GO:0022857;GO:0016021
AGAP009129			GO:0035082
AGAP009130			GO:0005634;GO:0003676;GO:0008270
AGAP009131			GO:0005737;GO:0018025
AGAP009132		CKLF-like MARVEL transmembrane domain-containing protein 4	GO:0016020;GO:0016021
AGAP009133			
AGAP009134			GO:0072546;GO:0005794;GO:0022890;GO:0005769;GO:0005886
AGAP009135		ATP-dependent RNA helicase DDX6/DHH1	GO:0004386;GO:0003676;GO:0005524
AGAP009136			GO:0016021;GO:0005515
AGAP009137		Ecdysteroid UDP-glucosyltransferase	GO:0043231;GO:0016758;GO:0008194;GO:0016021
AGAP009138			GO:0005515
AGAP009139			GO:0016021
AGAP009140			GO:0005634;GO:0003677
AGAP009141	Med17	Mediator of RNA polymerase II transcription subunit 17 [Source:UniProtKB/Swiss-Prot	GO:0006357;GO:0016592;GO:0070847;GO:0003712
AGAP009142			GO:0003676;GO:0003723
AGAP009143	SCRAC1	Class A Scavenger Receptor (SRCR domain) with C-Type Lectin domain.	GO:0016020;GO:0005044
AGAP009144			
AGAP009145			
AGAP009146			GO:0030246
AGAP009147		forkhead box protein G	GO:0043565;GO:0005634;GO:0006355;GO:0003700
AGAP009150		tubulin polyglutamylase TTLL4	GO:0018095;GO:0005524;GO:0006464
AGAP009151			
AGAP009152	mRpS21	28S ribosomal protein S21, mitochondrial	GO:0005840;GO:0006412;GO:0003735
AGAP009154	ARC-P34	actin-related protein 2/3 complex subunit 2	GO:0005200;GO:0030833;GO:0015629;GO:0030041;GO:0005885;GO:0034314;GO:0005737;GO:0051015
AGAP009155			GO:0016021
AGAP009156			GO:0001540;GO:0042985;GO:0005794;GO:0016021;GO:0005886
AGAP009158		Guanylate cyclase [Source:UniProtKB/TrEMBL	GO:0004672;GO:0004383;GO:0006468;GO:0004713;GO:0016021;GO:0004965;GO:0005524
AGAP009159		AMP dependent ligase	GO:0003824
AGAP009160		Arf-GAP, GTPase, ANK repeat and PH domain-containing protein 1/2/3	GO:0007165;GO:0005525;GO:0005096;GO:0003924;GO:0046872;GO:0016020;GO:0005515
AGAP009161		deoxyribose-phosphate aldolase	GO:0005737;GO:0003824;GO:0009264;GO:0016829;GO:0004139
AGAP009162			GO:0042302
AGAP009163			GO:0043248
AGAP009164			GO:0005634;GO:0006355
AGAP009165			GO:0016021
AGAP009166	IKK1	IMD pathway signalling IKK-beta). (ird5orthologue immune response deficient 5)	GO:0004672;GO:0006468;GO:0005524
AGAP009167			GO:0005515
AGAP009171		tRNA-dihydrouridine synthase 3	GO:0055114;GO:0050660;GO:0008033;GO:0046872;GO:0003824;GO:0017150
AGAP009172		prolyl oligopeptidase	GO:0004252;GO:0070008;GO:0008236;GO:0006508
AGAP009173	fbp	fructose-1,6-biphosphatase	GO:0005975;GO:0005829;GO:0006094;GO:0016791;GO:0030388;GO:0005737;GO:0005986;GO:0042578;GO:0006002;GO:0006000;GO:0042132
AGAP009174		vacuolar protein sorting 41 homolog	GO:0005623;GO:0016192;GO:0006886;GO:0005515
AGAP009175		galactosylxylosylprotein 3-beta-galactosyltransferase	GO:0000139;GO:0008378;GO:0006486;GO:0016021;GO:0016020
AGAP009176		fatty acid synthase, animal type	GO:0016788;GO:0031177;GO:0016740;GO:0004312;GO:0003824;GO:0016491;GO:0009058
AGAP009177			GO:0055114;GO:0016705;GO:0016021;GO:0031418;GO:0016491;GO:0005506
AGAP009178		Reticulon 4 interacting protein 1 [Source:UniProtKB/TrEMBL	GO:0055114;GO:0005739;GO:0016491
AGAP009179		Nucleolar protein 6 [Source:UniProtKB/TrEMBL	GO:0003676;GO:0003723
AGAP009180		protein son of sevenless	GO:0007264;GO:0003677;GO:0005622;GO:0005634;GO:0035023;GO:0000786;GO:0046982;GO:0005089;GO:0005085
AGAP009181			GO:0016021;GO:0008270
AGAP009182		protein transport protein SEC61 subunit alpha	GO:0016020;GO:0016021;GO:0015031
AGAP009183		defective proboscis extension response	
AGAP009184			
AGAP009185			GO:0006396;GO:0004000;GO:0003723
AGAP009187		Indanol dehydrogenase	GO:0055114;GO:0016491
AGAP009188		solute carrier family 39 (zinc transporter), member 9	GO:0030001;GO:0016021;GO:0016020;GO:0055085;GO:0046873
AGAP009189			GO:0005509;GO:0005515
AGAP009190	GSTE8	Glutathione S-transferase epsilon class 8 [Source:UniProtKB/TrEMBL	GO:0005515
AGAP009191	GSTE6	glutathione S-transferase epsilon class 6	GO:0004364;GO:0005737;GO:0006749;GO:0005515
AGAP009192	GSTE5	glutathione S-transferase epsilon class 5	GO:0004364;GO:0005737;GO:0006749;GO:0005515
AGAP009193	GSTE4	glutathione S-transferase epsilon class 4	GO:0004364;GO:0005737;GO:0006749;GO:0005515
AGAP009194	GSTE2	glutathione S-transferase epsilon class 2	GO:0004364;GO:0005737;GO:0006749;GO:0005515
AGAP009195	GSTE1	glutathione S-transferase epsilon class 1	GO:0004364;GO:0005737;GO:0006749;GO:0005515
AGAP009196	GSTE7	glutathione S-transferase epsilon class 7	GO:0004364;GO:0005737;GO:0006749;GO:0005515
AGAP009197	GSTE3	glutathione S-transferase epsilon class 3	GO:0004364;GO:0005737;GO:0006749;GO:0005515
AGAP009198			
AGAP009199		palmitoyltransferase ZDHHC24	
AGAP009200		collagen type IV alpha	GO:0005201;GO:0005581
AGAP009201		collagen type IV alpha	GO:0005201;GO:0005581
AGAP009202		selenoprotein T	
AGAP009204	eIF3h	Eukaryotic translation initiation factor 3 subunit H [Source:UniProtKB/Swiss-Prot	GO:0005829;GO:0016282;GO:0005852;GO:0033290;GO:0005737;GO:0008237;GO:0042788;GO:0001732;GO:0003743;GO:0005515
AGAP009205		ankyrin repeat domain 39	GO:0005515
AGAP009206			
AGAP009209	Rpb11	DNA-directed RNA polymerase II subunit RPB11 [Source:UniProtKB/Swiss-Prot	GO:0005665;GO:0003677;GO:0006351;GO:0006366;GO:0046983;GO:0001055;GO:0003899
AGAP009210		CAP-Gly domain-containing linker protein 1	
AGAP009211			GO:0004252;GO:0006508
AGAP009212	SRPN6	serine protease inhibitor (serpin) 6	GO:0004867;GO:0005615;GO:0010951
AGAP009213	SRPN16	serine protease inhibitor (serpin) 16	GO:0004867;GO:0005615;GO:0010951
AGAP009214	CLIPB11	CLIP-domain serine protease	GO:0004252;GO:0006508
AGAP009215	CLIPB18	CLIP-domain serine protease	GO:0004252;GO:0006508
AGAP009216			GO:0004252;GO:0006508
AGAP009217	CLIPB12	CLIP-domain serine protease	GO:0004252;GO:0006508;GO:0005615
AGAP009218			GO:0004252;GO:0006508
AGAP009219			GO:0004252;GO:0006508
AGAP009220			GO:0004252;GO:0006508
AGAP009221	SRPN5	serine protease inhibitor (serpin) 5	GO:0004867;GO:0005615;GO:0010951
AGAP009222		DNA ligase 1	GO:0006310;GO:0003677;GO:0003910;GO:0006260;GO:0003909;GO:0071897;GO:0006281;GO:0005524;GO:0051103
AGAP009223			GO:0003676
AGAP009224			GO:0016491
AGAP009225		Dimeric dihydrodiol dehydrogenase	GO:0016491
AGAP009226			
AGAP009227			GO:0046983
AGAP009228			GO:0005515
AGAP009231			GO:0007155;GO:0016021;GO:0042246
AGAP009232			GO:0007010;GO:0007300;GO:0003779;GO:0007015;GO:0051015
AGAP009233			GO:0007155;GO:0016021;GO:0042246
AGAP009234		elongation factor Ts, mitochondrial	GO:0006414;GO:0003746;GO:0005739;GO:0005515
AGAP009236		engulfment and cell motility protein	GO:0016477
AGAP009237		Apoptotic chromatin condensation inducer in the nucleus [Source:UniProtKB/TrEMBL	GO:0003676;GO:0003723
AGAP009238			
AGAP009239		RanBP-type and C3HC4-type zinc finger-containing protein 1 [Source:UniProtKB/TrEMBL	GO:0046872;GO:0005515
AGAP009240	CYP4C35	cytochrome P450	GO:0055114;GO:0020037;GO:0016705;GO:0016021;GO:0004497;GO:0005506
AGAP009241	CYP4C36	cytochrome P450	GO:0055114;GO:0020037;GO:0016705;GO:0016021;GO:0004497;GO:0005506
AGAP009242		defective proboscis extension response	GO:0016021
